,file,object,Has Metadata record,In Merritt
5123,0002.06.3127.01,0002.06.3127,Yes,No
5124,0002.06.3127.02,0002.06.3127,Yes,No
5125,0002.06.3128.01,0002.06.3128,Yes,No
5126,0002.06.3128.02,0002.06.3128,Yes,No
5127,0002.06.3129.01,0002.06.3129,Yes,No
5128,0002.06.3129.02,0002.06.3129,Yes,No
5129,0002.06.3130.01,0002.06.3130,Yes,No
5130,0002.06.3130.02,0002.06.3130,Yes,No
5131,0002.06.3131.01,0002.06.3131,Yes,No
5132,0002.06.3131.02,0002.06.3131,Yes,No
5133,0002.06.3132.01,0002.06.3132,Yes,No
5134,0002.06.3132.02,0002.06.3132,Yes,No
5135,0002.06.3133.01,0002.06.3133,Yes,No
5136,0002.06.3133.02,0002.06.3133,Yes,No
5137,0002.06.3134.01,0002.06.3134,Yes,No
5138,0002.06.3134.02,0002.06.3134,Yes,No
5139,0002.06.3135.01,0002.06.3135,Yes,No
5140,0002.06.3135.02,0002.06.3135,Yes,No
5141,0002.06.3136.01,0002.06.3136,Yes,No
5142,0002.06.3136.02,0002.06.3136,Yes,No
5143,0002.06.3137.01,0002.06.3137,Yes,No
5144,0002.06.3137.02,0002.06.3137,Yes,No
5145,0002.06.3138.01,0002.06.3138,Yes,No
5146,0002.06.3138.02,0002.06.3138,Yes,No
5147,0002.06.3139.01,0002.06.3139,Yes,No
5148,0002.06.3139.02,0002.06.3139,Yes,No
5149,0002.06.3140.01,0002.06.3140,Yes,No
5150,0002.06.3140.02,0002.06.3140,Yes,No
5151,0002.06.3141.01,0002.06.3141,Yes,No
5152,0002.06.3141.02,0002.06.3141,Yes,No
5153,0002.06.3142.01,0002.06.3142,Yes,No
5154,0002.06.3142.02,0002.06.3142,Yes,No
5155,0002.06.3143.01,0002.06.3143,Yes,No
5156,0002.06.3143.02,0002.06.3143,Yes,No
5157,0002.06.3144.01,0002.06.3144,Yes,No
5158,0002.06.3144.02,0002.06.3144,Yes,No
5159,0002.06.3145.01,0002.06.3145,Yes,No
5160,0002.06.3145.02,0002.06.3145,Yes,No
5161,0002.06.3146.01,0002.06.3146,Yes,No
5162,0002.06.3146.02,0002.06.3146,Yes,No
5163,0002.06.3147.01,0002.06.3147,Yes,No
5164,0002.06.3147.02,0002.06.3147,Yes,No
5165,0002.06.3148.01,0002.06.3148,Yes,No
5166,0002.06.3148.02,0002.06.3148,Yes,No
5167,0002.06.3149.01,0002.06.3149,Yes,No
5168,0002.06.3149.02,0002.06.3149,Yes,No
5169,0002.06.3150.01,0002.06.3150,Yes,No
5170,0002.06.3150.02,0002.06.3150,Yes,No
5171,0002.06.3151.01,0002.06.3151,Yes,No
5172,0002.06.3151.02,0002.06.3151,Yes,No
5173,0002.06.3152.01,0002.06.3152,Yes,No
5174,0002.06.3152.02,0002.06.3152,Yes,No
5175,0002.06.3153.01,0002.06.3153,Yes,No
5176,0002.06.3153.02,0002.06.3153,Yes,No
5177,0002.06.3154.01,0002.06.3154,Yes,No
5178,0002.06.3154.02,0002.06.3154,Yes,No
5179,0002.06.3155.01,0002.06.3155,Yes,No
5180,0002.06.3155.02,0002.06.3155,Yes,No
5181,0002.06.3156.01,0002.06.3156,Yes,No
5182,0002.06.3156.02,0002.06.3156,Yes,No
5183,0002.06.3157.01,0002.06.3157,Yes,No
5184,0002.06.3157.02,0002.06.3157,Yes,No
5185,0002.06.3158.01,0002.06.3158,Yes,No
5186,0002.06.3158.02,0002.06.3158,Yes,No
5187,0002.06.3159.01,0002.06.3159,Yes,No
5188,0002.06.3159.02,0002.06.3159,Yes,No
5189,0002.06.3160.01,0002.06.3160,Yes,No
5190,0002.06.3160.02,0002.06.3160,Yes,No
5191,0002.06.3161.01,0002.06.3161,Yes,No
5192,0002.06.3161.02,0002.06.3161,Yes,No
5193,0002.06.3162.01,0002.06.3162,Yes,No
5194,0002.06.3162.02,0002.06.3162,Yes,No
5195,0002.06.3163.01,0002.06.3163,Yes,No
5196,0002.06.3163.02,0002.06.3163,Yes,No
5197,0002.06.3164.01,0002.06.3164,Yes,No
5198,0002.06.3164.02,0002.06.3164,Yes,No
5199,0002.06.3165.01,0002.06.3165,Yes,No
5200,0002.06.3165.02,0002.06.3165,Yes,No
5201,0002.06.3166.01,0002.06.3166,Yes,No
5202,0002.06.3166.02,0002.06.3166,Yes,No
5203,0002.06.3167.01,0002.06.3167,Yes,No
5204,0002.06.3168.01,0002.06.3168,Yes,No
5205,0002.06.3168.02,0002.06.3168,Yes,No
5206,0002.06.3169.01,0002.06.3169,Yes,No
5207,0002.06.3169.02,0002.06.3169,Yes,No
5208,0002.06.3170.01,0002.06.3170,Yes,No
5209,0002.06.3170.02,0002.06.3170,Yes,No
5210,0002.06.3171.01,0002.06.3171,Yes,No
5211,0002.06.3171.02,0002.06.3171,Yes,No
5212,0002.06.3172.01,0002.06.3172,Yes,No
5213,0002.06.3172.02,0002.06.3172,Yes,No
5214,0002.06.3173.01,0002.06.3173,Yes,No
5215,0002.06.3173.02,0002.06.3173,Yes,No
5216,0002.06.3174.01,0002.06.3174,Yes,No
5217,0002.06.3174.02,0002.06.3174,Yes,No
5218,0002.06.3175.01,0002.06.3175,Yes,No
5219,0002.06.3175.02,0002.06.3175,Yes,No
5220,0002.06.3176.01,0002.06.3176,Yes,No
5221,0002.06.3176.02,0002.06.3176,Yes,No
5222,0002.06.3177.01,0002.06.3177,Yes,No
5223,0002.06.3177.02,0002.06.3177,Yes,No
5224,0002.06.3178.01,0002.06.3178,Yes,No
5225,0002.06.3178.02,0002.06.3178,Yes,No
5226,0002.06.3179.01,0002.06.3179,Yes,No
5227,0002.06.3179.02,0002.06.3179,Yes,No
5228,0002.06.3180.01,0002.06.3180,Yes,No
5229,0002.06.3180.02,0002.06.3180,Yes,No
5230,0002.06.3181.01,0002.06.3181,Yes,No
5231,0002.06.3181.02,0002.06.3181,Yes,No
5232,0002.06.3182.01,0002.06.3182,Yes,No
5233,0002.06.3182.02,0002.06.3182,Yes,No
5234,0002.06.3183.01,0002.06.3183,Yes,No
5235,0002.06.3183.02,0002.06.3183,Yes,No
5236,0002.06.3184.01,0002.06.3184,Yes,No
5237,0002.06.3184.02,0002.06.3184,Yes,No
5238,0002.06.3185.01,0002.06.3185,Yes,No
5239,0002.06.3185.02,0002.06.3185,Yes,No
5240,0002.06.3186.01,0002.06.3186,Yes,No
5241,0002.06.3186.02,0002.06.3186,Yes,No
5242,0002.06.3187.01,0002.06.3187,Yes,No
5243,0002.06.3187.02,0002.06.3187,Yes,No
5244,0002.06.3188.01,0002.06.3188,Yes,No
5245,0002.06.3188.02,0002.06.3188,Yes,No
5246,0002.06.3189.01,0002.06.3189,Yes,No
5247,0002.06.3189.02,0002.06.3189,Yes,No
5248,0002.06.3190.01,0002.06.3190,Yes,No
5249,0002.06.3190.02,0002.06.3190,Yes,No
5250,0002.06.3191.01,0002.06.3191,Yes,No
5251,0002.06.3191.02,0002.06.3191,Yes,No
5252,0002.06.3192.01,0002.06.3192,Yes,No
5253,0002.06.3192.02,0002.06.3192,Yes,No
5254,0002.06.3193.01,0002.06.3193,Yes,No
5255,0002.06.3193.02,0002.06.3193,Yes,No
5256,0002.06.3194.01,0002.06.3194,Yes,No
5257,0002.06.3194.02,0002.06.3194,Yes,No
5258,0002.06.3195.01,0002.06.3195,Yes,No
5259,0002.06.3195.02,0002.06.3195,Yes,No
5260,0002.06.3196.01,0002.06.3196,Yes,No
5261,0002.06.3196.02,0002.06.3196,Yes,No
5262,0002.06.3197.01,0002.06.3197,Yes,No
5263,0002.06.3197.02,0002.06.3197,Yes,No
5264,0002.06.3198.01,0002.06.3198,Yes,No
5265,0002.06.3198.02,0002.06.3198,Yes,No
5266,0002.06.3199.01,0002.06.3199,Yes,No
5267,0002.06.3199.02,0002.06.3199,Yes,No
5268,0002.06.3200.01,0002.06.3200,Yes,No
5269,0002.06.3200.02,0002.06.3200,Yes,No
5270,0002.06.3201.01,0002.06.3201,Yes,No
5271,0002.06.3201.02,0002.06.3201,Yes,No
5272,0002.06.3202.01,0002.06.3202,Yes,No
5273,0002.06.3202.02,0002.06.3202,Yes,No
5274,0002.06.3203.01,0002.06.3203,Yes,No
5275,0002.06.3203.02,0002.06.3203,Yes,No
5276,0002.06.3204.01,0002.06.3204,Yes,No
5277,0002.06.3204.02,0002.06.3204,Yes,No
5278,0002.06.3205.01,0002.06.3205,Yes,No
5279,0002.06.3205.02,0002.06.3205,Yes,No
5280,0002.06.3206.01,0002.06.3206,Yes,No
5281,0002.06.3206.02,0002.06.3206,Yes,No
5282,0002.06.3207.01,0002.06.3207,Yes,No
5283,0002.06.3207.02,0002.06.3207,Yes,No
5284,0002.06.3208.01,0002.06.3208,Yes,No
5285,0002.06.3208.02,0002.06.3208,Yes,No
5286,0002.06.3209.01,0002.06.3209,Yes,No
5287,0002.06.3209.02,0002.06.3209,Yes,No
5288,0002.06.3210.01,0002.06.3210,Yes,No
5289,0002.06.3210.02,0002.06.3210,Yes,No
5290,0002.06.3211.01,0002.06.3211,Yes,No
5291,0002.06.3211.02,0002.06.3211,Yes,No
5292,0002.06.3212.01,0002.06.3212,Yes,No
5293,0002.06.3212.02,0002.06.3212,Yes,No
5294,0002.06.3213.01,0002.06.3213,Yes,No
5295,0002.06.3213.02,0002.06.3213,Yes,No
5296,0002.06.3214.01,0002.06.3214,Yes,No
5297,0002.06.3214.02,0002.06.3214,Yes,No
5298,0002.06.3215.01,0002.06.3215,Yes,No
5299,0002.06.3215.02,0002.06.3215,Yes,No
5300,0002.06.3216.01,0002.06.3216,Yes,No
5301,0002.06.3216.02,0002.06.3216,Yes,No
5302,0002.06.3217.01,0002.06.3217,Yes,No
5303,0002.06.3217.02,0002.06.3217,Yes,No
5304,0002.06.3218.01,0002.06.3218,Yes,No
5305,0002.06.3218.02,0002.06.3218,Yes,No
5306,0002.06.3219.01,0002.06.3219,Yes,No
5307,0002.06.3219.02,0002.06.3219,Yes,No
5308,0002.06.3220.01,0002.06.3220,Yes,No
5309,0002.06.3220.02,0002.06.3220,Yes,No
5310,0002.06.3221.01,0002.06.3221,Yes,No
5311,0002.06.3221.02,0002.06.3221,Yes,No
5312,0002.06.3222.01,0002.06.3222,Yes,No
5313,0002.06.3222.02,0002.06.3222,Yes,No
5314,0002.06.3223.01,0002.06.3223,Yes,No
5315,0002.06.3223.02,0002.06.3223,Yes,No
5316,0002.06.3224.01,0002.06.3224,Yes,No
5317,0002.06.3224.02,0002.06.3224,Yes,No
5318,0002.06.3225.01,0002.06.3225,Yes,No
5319,0002.06.3225.02,0002.06.3225,Yes,No
5320,0002.06.3226.01,0002.06.3226,Yes,No
5321,0002.06.3226.02,0002.06.3226,Yes,No
5322,0002.06.3227.01,0002.06.3227,Yes,No
5323,0002.06.3227.02,0002.06.3227,Yes,No
5324,0002.06.3228.01,0002.06.3228,Yes,No
5325,0002.06.3228.02,0002.06.3228,Yes,No
5326,0002.06.3229.01,0002.06.3229,Yes,No
5327,0002.06.3229.02,0002.06.3229,Yes,No
5328,0002.06.3230.01,0002.06.3230,Yes,No
5329,0002.06.3230.02,0002.06.3230,Yes,No
5330,0002.06.3231.01,0002.06.3231,Yes,No
5331,0002.06.3231.02,0002.06.3231,Yes,No
5332,0002.06.3232.01,0002.06.3232,Yes,No
5333,0002.06.3232.02,0002.06.3232,Yes,No
5334,0002.06.3233.01,0002.06.3233,Yes,No
5335,0002.06.3233.02,0002.06.3233,Yes,No
5336,0002.06.3234.01,0002.06.3234,Yes,No
5337,0002.06.3234.02,0002.06.3234,Yes,No
5338,0002.06.3235.01,0002.06.3235,Yes,No
5339,0002.06.3235.02,0002.06.3235,Yes,No
5340,0002.06.3236.01,0002.06.3236,Yes,No
5341,0002.06.3236.02,0002.06.3236,Yes,No
5342,0002.06.3237.01,0002.06.3237,Yes,No
5343,0002.06.3237.02,0002.06.3237,Yes,No
5344,0002.06.3238.01,0002.06.3238,Yes,No
5345,0002.06.3238.02,0002.06.3238,Yes,No
5346,0002.06.3239.01,0002.06.3239,Yes,No
5347,0002.06.3239.02,0002.06.3239,Yes,No
5348,0002.06.3240.01,0002.06.3240,Yes,No
5349,0002.06.3240.02,0002.06.3240,Yes,No
5350,0002.06.3241.01,0002.06.3241,Yes,No
5351,0002.06.3241.02,0002.06.3241,Yes,No
5352,0002.06.3242.01,0002.06.3242,Yes,No
5353,0002.06.3242.02,0002.06.3242,Yes,No
5354,0002.06.3243.01,0002.06.3243,Yes,No
5355,0002.06.3243.02,0002.06.3243,Yes,No
5356,0002.06.3244.01,0002.06.3244,Yes,No
5357,0002.06.3244.02,0002.06.3244,Yes,No
5358,0002.06.3245.01,0002.06.3245,Yes,No
5359,0002.06.3245.02,0002.06.3245,Yes,No
5360,0002.06.3246.01,0002.06.3246,Yes,No
5361,0002.06.3246.02,0002.06.3246,Yes,No
5362,0002.06.3247.01,0002.06.3247,Yes,No
5363,0002.06.3247.02,0002.06.3247,Yes,No
5364,0002.06.3248.01,0002.06.3248,Yes,No
5365,0002.06.3248.02,0002.06.3248,Yes,No
5366,0002.06.3249.01,0002.06.3249,Yes,No
5367,0002.06.3249.02,0002.06.3249,Yes,No
5368,0002.06.3250.01,0002.06.3250,Yes,No
5369,0002.06.3250.02,0002.06.3250,Yes,No
5370,0002.06.3251.01,0002.06.3251,Yes,No
5371,0002.06.3251.02,0002.06.3251,Yes,No
5372,0002.06.3252.01,0002.06.3252,Yes,No
5373,0002.06.3252.02,0002.06.3252,Yes,No
5374,0002.06.3253.01,0002.06.3253,Yes,No
5375,0002.06.3253.02,0002.06.3253,Yes,No
5376,0002.06.3254.01,0002.06.3254,Yes,No
5377,0002.06.3254.02,0002.06.3254,Yes,No
5378,0002.06.3255.01,0002.06.3255,Yes,No
5379,0002.06.3255.02,0002.06.3255,Yes,No
5380,0002.06.3256.01,0002.06.3256,Yes,No
5381,0002.06.3256.02,0002.06.3256,Yes,No
5382,0002.06.3257.01,0002.06.3257,Yes,No
5383,0002.06.3257.02,0002.06.3257,Yes,No
5384,0002.06.3258.01,0002.06.3258,Yes,No
5385,0002.06.3258.02,0002.06.3258,Yes,No
5386,0002.06.3259.01,0002.06.3259,Yes,No
5387,0002.06.3259.02,0002.06.3259,Yes,No
5388,0002.06.3260.01,0002.06.3260,Yes,No
5389,0002.06.3260.02,0002.06.3260,Yes,No
5390,0002.06.3261.01,0002.06.3261,Yes,No
5391,0002.06.3261.02,0002.06.3261,Yes,No
5392,0002.06.3262.01,0002.06.3262,Yes,No
5393,0002.06.3262.02,0002.06.3262,Yes,No
5394,0002.06.3263.01,0002.06.3263,Yes,No
5395,0002.06.3263.02,0002.06.3263,Yes,No
5396,0002.06.3264.01,0002.06.3264,Yes,No
5397,0002.06.3264.02,0002.06.3264,Yes,No
5398,0002.06.3265.01,0002.06.3265,Yes,No
5399,0002.06.3265.02,0002.06.3265,Yes,No
5400,0002.06.3266.01,0002.06.3266,Yes,No
5401,0002.06.3266.02,0002.06.3266,Yes,No
5402,0002.06.3267.01,0002.06.3267,Yes,No
5403,0002.06.3267.02,0002.06.3267,Yes,No
5404,0002.06.3268.01,0002.06.3268,Yes,No
5405,0002.06.3268.02,0002.06.3268,Yes,No
5406,0002.06.3269.01,0002.06.3269,Yes,No
5407,0002.06.3269.02,0002.06.3269,Yes,No
5408,0002.06.3270.01,0002.06.3270,Yes,No
5409,0002.06.3270.02,0002.06.3270,Yes,No
5410,0002.06.3271.01,0002.06.3271,Yes,No
5411,0002.06.3271.02,0002.06.3271,Yes,No
5412,0002.06.3272.01,0002.06.3272,Yes,No
5413,0002.06.3272.02,0002.06.3272,Yes,No
5414,0002.06.3273.01,0002.06.3273,Yes,No
5415,0002.06.3273.02,0002.06.3273,Yes,No
5416,0002.06.3274.01,0002.06.3274,Yes,No
5417,0002.06.3274.02,0002.06.3274,Yes,No
5418,0002.06.3275.01,0002.06.3275,Yes,No
5419,0002.06.3275.02,0002.06.3275,Yes,No
5420,0002.06.3276.01,0002.06.3276,Yes,No
5421,0002.06.3276.02,0002.06.3276,Yes,No
5422,0002.06.3277.01,0002.06.3277,Yes,No
5423,0002.06.3277.02,0002.06.3277,Yes,No
5424,0002.06.3278.01,0002.06.3278,Yes,No
5425,0002.06.3278.02,0002.06.3278,Yes,No
5426,0002.06.3279.01,0002.06.3279,Yes,No
5427,0002.06.3279.02,0002.06.3279,Yes,No
5428,0002.06.3280.01,0002.06.3280,Yes,No
5429,0002.06.3280.02,0002.06.3280,Yes,No
5430,0002.06.3281.01,0002.06.3281,Yes,No
5431,0002.06.3281.02,0002.06.3281,Yes,No
5432,0002.06.3282.01,0002.06.3282,Yes,No
5433,0002.06.3282.02,0002.06.3282,Yes,No
5434,0002.06.3283.01,0002.06.3283,Yes,No
5435,0002.06.3283.02,0002.06.3283,Yes,No
5436,0002.06.3284.01,0002.06.3284,Yes,No
5437,0002.06.3284.02,0002.06.3284,Yes,No
5438,0002.06.3285.01,0002.06.3285,Yes,No
5439,0002.06.3285.02,0002.06.3285,Yes,No
5440,0002.06.3286.01,0002.06.3286,Yes,No
5441,0002.06.3286.02,0002.06.3286,Yes,No
5442,0002.06.3287.01,0002.06.3287,Yes,No
5443,0002.06.3287.02,0002.06.3287,Yes,No
5444,0002.06.3288,0002.06.3288,Yes,No
5445,0002.06.3289,0002.06.3289,Yes,No
5446,0002.06.3290,0002.06.3290,Yes,No
5447,0002.06.3291,0002.06.3291,Yes,No
5448,0002.06.3292,0002.06.3292,Yes,No
5449,0002.06.3293,0002.06.3293,Yes,No
5450,0002.06.3294.01,0002.06.3294,Yes,No
5451,0002.06.3294.02,0002.06.3294,Yes,No
5452,0002.06.3295.01,0002.06.3295,Yes,No
5453,0002.06.3295.02,0002.06.3295,Yes,No
5454,0002.06.3296.01,0002.06.3296,Yes,No
5455,0002.06.3296.02,0002.06.3296,Yes,No
5456,0002.06.3297.01,0002.06.3297,Yes,No
5457,0002.06.3297.02,0002.06.3297,Yes,No
5458,0002.06.3298.01,0002.06.3298,Yes,No
5459,0002.06.3298.02,0002.06.3298,Yes,No
5460,0002.06.3299.01,0002.06.3299,Yes,No
5461,0002.06.3299.02,0002.06.3299,Yes,No
5462,0002.06.3300.01,0002.06.3300,Yes,No
5463,0002.06.3300.02,0002.06.3300,Yes,No
5464,0002.06.3301.01,0002.06.3301,Yes,No
5465,0002.06.3301.02,0002.06.3301,Yes,No
5466,0002.06.3302.01,0002.06.3302,Yes,No
5467,0002.06.3302.02,0002.06.3302,Yes,No
5468,0002.06.3303.01,0002.06.3303,Yes,No
5469,0002.06.3303.02,0002.06.3303,Yes,No
5470,0002.06.3304.01,0002.06.3304,Yes,No
5471,0002.06.3304.02,0002.06.3304,Yes,No
5472,0002.06.3305.01,0002.06.3305,Yes,No
5473,0002.06.3305.02,0002.06.3305,Yes,No
5474,0002.06.3306.01,0002.06.3306,Yes,No
5475,0002.06.3306.02,0002.06.3306,Yes,No
5476,0002.06.3307.01,0002.06.3307,Yes,No
5477,0002.06.3307.02,0002.06.3307,Yes,No
5478,0002.06.3308.01,0002.06.3308,Yes,No
5479,0002.06.3308.02,0002.06.3308,Yes,No
5480,0002.06.3309.01,0002.06.3309,Yes,No
5481,0002.06.3309.02,0002.06.3309,Yes,No
5482,0002.06.3310.01,0002.06.3310,Yes,No
5483,0002.06.3310.02,0002.06.3310,Yes,No
5484,0002.06.3311.01,0002.06.3311,Yes,No
5485,0002.06.3311.02,0002.06.3311,Yes,No
5486,0002.06.3312.01,0002.06.3312,Yes,No
5487,0002.06.3312.02,0002.06.3312,Yes,No
5488,0002.06.3313.01,0002.06.3313,Yes,No
5489,0002.06.3313.02,0002.06.3313,Yes,No
5490,0002.06.3314.01,0002.06.3314,Yes,No
5491,0002.06.3314.02,0002.06.3314,Yes,No
5492,0002.06.3315.01,0002.06.3315,Yes,No
5493,0002.06.3315.02,0002.06.3315,Yes,No
5494,0002.06.3316.01,0002.06.3316,Yes,No
5495,0002.06.3316.02,0002.06.3316,Yes,No
5496,0002.06.3317.01,0002.06.3317,Yes,No
5497,0002.06.3317.02,0002.06.3317,Yes,No
5498,0002.06.3318,0002.06.3318,Yes,No
5499,0002.06.3319,0002.06.3319,Yes,No
5500,0002.06.3320,0002.06.3320,Yes,No
5501,0002.06.3321,0002.06.3321,Yes,No
5502,0002.06.3322,0002.06.3322,Yes,No
5503,0002.06.3323,0002.06.3323,Yes,No
5504,0002.06.3324,0002.06.3324,Yes,No
5505,0002.06.3325,0002.06.3325,Yes,No
5506,0002.06.3326.01,0002.06.3326,Yes,No
5507,0002.06.3326.02,0002.06.3326,Yes,No
5508,0002.06.3326.03,0002.06.3326,Yes,No
5509,0002.06.3326.04,0002.06.3326,Yes,No
5510,0002.06.3326.05,0002.06.3326,Yes,No
5511,0002.06.3326.06,0002.06.3326,Yes,No
5512,0002.06.3327.01,0002.06.3327,Yes,No
5513,0002.06.3327.02,0002.06.3327,Yes,No
5514,0002.06.3327.03,0002.06.3327,Yes,No
5515,0002.06.3327.04,0002.06.3327,Yes,No
5516,0002.06.3328.01,0002.06.3328,Yes,No
5517,0002.06.3328.02,0002.06.3328,Yes,No
5518,0002.06.3329.01,0002.06.3329,Yes,No
5519,0002.06.3329.02,0002.06.3329,Yes,No
5520,0002.06.3330.01,0002.06.3330,Yes,No
5521,0002.06.3330.02,0002.06.3330,Yes,No
5522,0002.06.3331.01,0002.06.3331,Yes,No
5523,0002.06.3331.02,0002.06.3331,Yes,No
5524,0002.06.3332.01,0002.06.3332,Yes,No
5525,0002.06.3332.02,0002.06.3332,Yes,No
5526,0002.06.3333.01,0002.06.3333,Yes,No
5527,0002.06.3333.02,0002.06.3333,Yes,No
5528,0002.06.3334.01,0002.06.3334,Yes,No
5529,0002.06.3334.02,0002.06.3334,Yes,No
5530,0002.06.3335.01,0002.06.3335,Yes,No
5531,0002.06.3335.02,0002.06.3335,Yes,No
5532,0002.06.3336.01,0002.06.3336,Yes,No
5533,0002.06.3336.02,0002.06.3336,Yes,No
5534,0002.06.3337.01,0002.06.3337,Yes,No
5535,0002.06.3337.02,0002.06.3337,Yes,No
5536,0002.06.3338.01,0002.06.3338,Yes,No
5537,0002.06.3338.02,0002.06.3338,Yes,No
5538,0002.06.3339.01,0002.06.3339,Yes,No
5539,0002.06.3339.02,0002.06.3339,Yes,No
5540,0002.06.3340.01,0002.06.3340,Yes,No
5541,0002.06.3340.02,0002.06.3340,Yes,No
5542,0002.06.3341.01,0002.06.3341,Yes,No
5543,0002.06.3341.02,0002.06.3341,Yes,No
5544,0002.06.3342.01,0002.06.3342,Yes,No
5545,0002.06.3342.02,0002.06.3342,Yes,No
5546,0002.06.3343.01,0002.06.3343,Yes,No
5547,0002.06.3343.02,0002.06.3343,Yes,No
5548,0002.06.3344.01,0002.06.3344,Yes,No
5549,0002.06.3344.02,0002.06.3344,Yes,No
5550,0002.06.3345.01,0002.06.3345,Yes,No
5551,0002.06.3345.02,0002.06.3345,Yes,No
5552,0002.06.3346.01,0002.06.3346,Yes,No
5553,0002.06.3346.02,0002.06.3346,Yes,No
5554,0002.06.3347.01,0002.06.3347,Yes,No
5555,0002.06.3347.02,0002.06.3347,Yes,No
5556,0002.06.3348.01,0002.06.3348,Yes,No
5557,0002.06.3348.02,0002.06.3348,Yes,No
5558,0002.06.3349.01,0002.06.3349,Yes,No
5559,0002.06.3349.02,0002.06.3349,Yes,No
5560,0002.06.3350.01,0002.06.3350,Yes,No
5561,0002.06.3350.02,0002.06.3350,Yes,No
5562,0002.06.3351.01,0002.06.3351,Yes,No
5563,0002.06.3351.02,0002.06.3351,Yes,No
5564,0002.06.3352.01,0002.06.3352,Yes,No
5565,0002.06.3352.02,0002.06.3352,Yes,No
5566,0002.06.3353.01,0002.06.3353,Yes,No
5567,0002.06.3353.02,0002.06.3353,Yes,No
5568,0002.06.3354.01,0002.06.3354,Yes,No
5569,0002.06.3354.02,0002.06.3354,Yes,No
5570,0002.06.3355,0002.06.3355,Yes,No
5571,0002.06.3356,0002.06.3356,Yes,No
5572,0002.06.3357,0002.06.3357,Yes,No
5573,0002.06.3358,0002.06.3358,Yes,No
5574,0002.06.3359,0002.06.3359,Yes,No
5575,0002.06.3360,0002.06.3360,Yes,No
5576,0002.06.3361,0002.06.3361,Yes,No
5577,0002.06.3362,0002.06.3362,Yes,No
5578,0002.06.3363,0002.06.3363,Yes,No
5579,0002.06.3364,0002.06.3364,Yes,No
5580,0002.06.3365,0002.06.3365,Yes,No
5581,0002.06.3366,0002.06.3366,Yes,No
5582,0002.06.3367,0002.06.3367,Yes,No
5583,0002.06.3368,0002.06.3368,Yes,No
5584,0002.06.3369,0002.06.3369,Yes,No
5585,0002.06.3370,0002.06.3370,Yes,No
5586,0002.06.3371,0002.06.3371,Yes,No
5587,0002.06.3372,0002.06.3372,Yes,No
5588,0002.06.3373,0002.06.3373,Yes,No
5589,0002.06.3374,0002.06.3374,Yes,No
5590,0002.06.3375,0002.06.3375,Yes,No
5591,0002.06.3376,0002.06.3376,Yes,No
5592,0002.06.3377,0002.06.3377,Yes,No
5593,0002.06.3378,0002.06.3378,Yes,No
5594,0002.06.3379,0002.06.3379,Yes,No
5595,0002.06.3380,0002.06.3380,Yes,No
5596,0002.06.3381,0002.06.3381,Yes,No
5597,0002.06.3382,0002.06.3382,Yes,No
5598,0002.06.3383,0002.06.3383,Yes,No
5599,0002.06.3384,0002.06.3384,Yes,No
5600,0002.06.3385.01,0002.06.3385,Yes,Yes
5601,0002.06.3385.02,0002.06.3385,Yes,Yes
5602,0002.06.3386.01,0002.06.3386,Yes,Yes
5603,0002.06.3386.02,0002.06.3386,Yes,Yes
5604,0002.06.3387.01,0002.06.3387,Yes,Yes
5605,0002.06.3387.02,0002.06.3387,Yes,Yes
5606,0002.06.3388.01,0002.06.3388,Yes,Yes
5607,0002.06.3388.02,0002.06.3388,Yes,Yes
5608,0002.06.3389.01,0002.06.3389,Yes,Yes
5609,0002.06.3389.02,0002.06.3389,Yes,Yes
5610,0002.06.3390.01,0002.06.3390,Yes,Yes
5611,0002.06.3390.02,0002.06.3390,Yes,Yes
5612,0002.06.3391.01,0002.06.3391,Yes,Yes
5613,0002.06.3391.02,0002.06.3391,Yes,Yes
5614,0002.06.3392.01,0002.06.3392,Yes,Yes
5615,0002.06.3392.02,0002.06.3392,Yes,Yes
5616,0002.06.3393.01,0002.06.3393,Yes,Yes
5617,0002.06.3393.02,0002.06.3393,Yes,Yes
5618,0002.06.3394.01,0002.06.3394,Yes,Yes
5619,0002.06.3394.02,0002.06.3394,Yes,Yes
5620,0002.06.3395.01,0002.06.3395,Yes,Yes
5621,0002.06.3395.02,0002.06.3395,Yes,Yes
5622,0002.06.3396.01,0002.06.3396,Yes,Yes
5623,0002.06.3396.02,0002.06.3396,Yes,Yes
5624,0002.06.3397.01,0002.06.3397,Yes,Yes
5625,0002.06.3397.02,0002.06.3397,Yes,Yes
5626,0002.06.3398.01,0002.06.3398,Yes,Yes
5627,0002.06.3398.02,0002.06.3398,Yes,Yes
5628,0002.06.3399.01,0002.06.3399,Yes,Yes
5629,0002.06.3399.02,0002.06.3399,Yes,Yes
5630,0002.06.3400.01,0002.06.3400,Yes,Yes
5631,0002.06.3400.02,0002.06.3400,Yes,Yes
5632,0002.06.3401.01,0002.06.3401,Yes,Yes
5633,0002.06.3401.02,0002.06.3401,Yes,Yes
5634,0002.06.3402.01,0002.06.3402,Yes,Yes
5635,0002.06.3402.02,0002.06.3402,Yes,Yes
5636,0002.06.3403.01,0002.06.3403,Yes,Yes
5637,0002.06.3403.02,0002.06.3403,Yes,Yes
5638,0002.06.3404.01,0002.06.3404,Yes,Yes
5639,0002.06.3404.02,0002.06.3404,Yes,Yes
5640,0002.06.3405.01,0002.06.3405,Yes,Yes
