,file,object,Has Metadata record,In Merritt
54093,0302.03.0006.03,0302.03.0006,Yes,No
54094,0302.03.0006.04,0302.03.0006,Yes,No
54095,0302.03.0006.05,0302.03.0006,Yes,No
54096,0302.03.0006.06,0302.03.0006,Yes,No
54097,0302.03.0006.07,0302.03.0006,Yes,No
54098,0302.03.0006.08,0302.03.0006,Yes,No
54099,0302.03.0006.09,0302.03.0006,Yes,No
54100,0302.03.0006.10,0302.03.0006,Yes,No
54101,0302.03.0006.11,0302.03.0006,Yes,No
54102,0302.03.0006.12,0302.03.0006,Yes,No
54103,0302.03.0006.13,0302.03.0006,Yes,No
54104,0302.03.0006.14,0302.03.0006,Yes,No
54105,0302.03.0006.15,0302.03.0006,Yes,No
54106,0302.03.0006.16,0302.03.0006,Yes,No
54107,0302.03.0006.17,0302.03.0006,Yes,No
54108,0302.03.0006.18,0302.03.0006,Yes,No
54109,0302.03.0006.19,0302.03.0006,Yes,No
54110,0302.03.0006.20,0302.03.0006,Yes,No
54111,0302.03.0006.21,0302.03.0006,Yes,No
54112,0302.03.0007.1,0302.03.0007,Yes,No
54113,0302.03.0007.10,0302.03.0007,Yes,No
54114,0302.03.0007.11,0302.03.0007,Yes,No
54115,0302.03.0007.12,0302.03.0007,Yes,No
54116,0302.03.0007.13,0302.03.0007,Yes,No
54117,0302.03.0007.14,0302.03.0007,Yes,No
54118,0302.03.0007.15,0302.03.0007,Yes,No
54119,0302.03.0007.2,0302.03.0007,Yes,No
54120,0302.03.0007.3,0302.03.0007,Yes,No
54121,0302.03.0007.4,0302.03.0007,Yes,No
54122,0302.03.0007.5,0302.03.0007,Yes,No
54123,0302.03.0007.6,0302.03.0007,Yes,No
54124,0302.03.0007.7,0302.03.0007,Yes,No
54125,0302.03.0007.8,0302.03.0007,Yes,No
54126,0302.03.0007.9,0302.03.0007,Yes,No
54127,0302.03.0008.01,0302.03.0008,Yes,No
54128,0302.03.0008.02,0302.03.0008,Yes,No
54129,0302.03.0008.03,0302.03.0008,Yes,No
54130,0302.03.0008.04,0302.03.0008,Yes,No
54131,0302.03.0008.05,0302.03.0008,Yes,No
54132,0302.03.0008.06,0302.03.0008,Yes,No
54133,0302.03.0008.07,0302.03.0008,Yes,No
54134,0302.03.0008.08,0302.03.0008,Yes,No
54135,0302.03.0008.09,0302.03.0008,Yes,No
54136,0302.03.0008.10,0302.03.0008,Yes,No
54137,0302.03.0008.11,0302.03.0008,Yes,No
54138,0302.03.0008.12,0302.03.0008,Yes,No
54139,0302.03.0008.13,0302.03.0008,Yes,No
54140,0302.03.0008.14,0302.03.0008,Yes,No
54141,0302.03.0008.15,0302.03.0008,Yes,No
54142,0302.03.0008.16,0302.03.0008,Yes,No
54143,0302.03.0008.17,0302.03.0008,Yes,No
54144,0302.03.0008.18,0302.03.0008,Yes,No
54145,0302.03.0008.19,0302.03.0008,Yes,No
54146,0302.03.0009.01,0302.03.0009,Yes,No
54147,0302.03.0009.02,0302.03.0009,Yes,No
54148,0302.03.0009.03,0302.03.0009,Yes,No
54149,0302.03.0009.04,0302.03.0009,Yes,No
54150,0302.03.0009.05,0302.03.0009,Yes,No
54151,0302.03.0009.06,0302.03.0009,Yes,No
54152,0302.03.0009.07,0302.03.0009,Yes,No
54153,0302.03.0009.08,0302.03.0009,Yes,No
54154,0302.03.0009.09,0302.03.0009,Yes,No
54155,0302.03.0009.10,0302.03.0009,Yes,No
54156,0302.03.0009.100,0302.03.0009,Yes,No
54157,0302.03.0009.101,0302.03.0009,Yes,No
54158,0302.03.0009.102,0302.03.0009,Yes,No
54159,0302.03.0009.11,0302.03.0009,Yes,No
54160,0302.03.0009.12,0302.03.0009,Yes,No
54161,0302.03.0009.13,0302.03.0009,Yes,No
54162,0302.03.0009.14,0302.03.0009,Yes,No
54163,0302.03.0009.15,0302.03.0009,Yes,No
54164,0302.03.0009.16,0302.03.0009,Yes,No
54165,0302.03.0009.17,0302.03.0009,Yes,No
54166,0302.03.0009.18,0302.03.0009,Yes,No
54167,0302.03.0009.19,0302.03.0009,Yes,No
54168,0302.03.0009.20,0302.03.0009,Yes,No
54169,0302.03.0009.21,0302.03.0009,Yes,No
54170,0302.03.0009.22,0302.03.0009,Yes,No
54171,0302.03.0009.23,0302.03.0009,Yes,No
54172,0302.03.0009.24,0302.03.0009,Yes,No
54173,0302.03.0009.25,0302.03.0009,Yes,No
54174,0302.03.0009.26,0302.03.0009,Yes,No
54175,0302.03.0009.27,0302.03.0009,Yes,No
54176,0302.03.0009.28,0302.03.0009,Yes,No
54177,0302.03.0009.29,0302.03.0009,Yes,No
54178,0302.03.0009.30,0302.03.0009,Yes,No
54179,0302.03.0009.31,0302.03.0009,Yes,No
54180,0302.03.0009.32,0302.03.0009,Yes,No
54181,0302.03.0009.33,0302.03.0009,Yes,No
54182,0302.03.0009.34,0302.03.0009,Yes,No
54183,0302.03.0009.35,0302.03.0009,Yes,No
54184,0302.03.0009.36,0302.03.0009,Yes,No
54185,0302.03.0009.37,0302.03.0009,Yes,No
54186,0302.03.0009.38,0302.03.0009,Yes,No
54187,0302.03.0009.39,0302.03.0009,Yes,No
54188,0302.03.0009.40,0302.03.0009,Yes,No
54189,0302.03.0009.41,0302.03.0009,Yes,No
54190,0302.03.0009.42,0302.03.0009,Yes,No
54191,0302.03.0009.43,0302.03.0009,Yes,No
54192,0302.03.0009.44,0302.03.0009,Yes,No
54193,0302.03.0009.45,0302.03.0009,Yes,No
54194,0302.03.0009.46,0302.03.0009,Yes,No
54195,0302.03.0009.47,0302.03.0009,Yes,No
54196,0302.03.0009.48,0302.03.0009,Yes,No
54197,0302.03.0009.49,0302.03.0009,Yes,No
54198,0302.03.0009.50,0302.03.0009,Yes,No
54199,0302.03.0009.51,0302.03.0009,Yes,No
54200,0302.03.0009.52,0302.03.0009,Yes,No
54201,0302.03.0009.53,0302.03.0009,Yes,No
54202,0302.03.0009.54,0302.03.0009,Yes,No
54203,0302.03.0009.55,0302.03.0009,Yes,No
54204,0302.03.0009.56,0302.03.0009,Yes,No
54205,0302.03.0009.57,0302.03.0009,Yes,No
54206,0302.03.0009.58,0302.03.0009,Yes,No
54207,0302.03.0009.59,0302.03.0009,Yes,No
54208,0302.03.0009.60,0302.03.0009,Yes,No
54209,0302.03.0009.61,0302.03.0009,Yes,No
54210,0302.03.0009.62,0302.03.0009,Yes,No
54211,0302.03.0009.63,0302.03.0009,Yes,No
54212,0302.03.0009.64,0302.03.0009,Yes,No
54213,0302.03.0009.65,0302.03.0009,Yes,No
54214,0302.03.0009.66,0302.03.0009,Yes,No
54215,0302.03.0009.67,0302.03.0009,Yes,No
54216,0302.03.0009.68,0302.03.0009,Yes,No
54217,0302.03.0009.69,0302.03.0009,Yes,No
54218,0302.03.0009.70,0302.03.0009,Yes,No
54219,0302.03.0009.71,0302.03.0009,Yes,No
54220,0302.03.0009.72,0302.03.0009,Yes,No
54221,0302.03.0009.73,0302.03.0009,Yes,No
54222,0302.03.0009.74,0302.03.0009,Yes,No
54223,0302.03.0009.75,0302.03.0009,Yes,No
54224,0302.03.0009.76,0302.03.0009,Yes,No
54225,0302.03.0009.77,0302.03.0009,Yes,No
54226,0302.03.0009.78,0302.03.0009,Yes,No
54227,0302.03.0009.79,0302.03.0009,Yes,No
54228,0302.03.0009.80,0302.03.0009,Yes,No
54229,0302.03.0009.81,0302.03.0009,Yes,No
54230,0302.03.0009.82,0302.03.0009,Yes,No
54231,0302.03.0009.83,0302.03.0009,Yes,No
54232,0302.03.0009.84,0302.03.0009,Yes,No
54233,0302.03.0009.85,0302.03.0009,Yes,No
54234,0302.03.0009.86,0302.03.0009,Yes,No
54235,0302.03.0009.87,0302.03.0009,Yes,No
54236,0302.03.0009.88,0302.03.0009,Yes,No
54237,0302.03.0009.89,0302.03.0009,Yes,No
54238,0302.03.0009.90,0302.03.0009,Yes,No
54239,0302.03.0009.91,0302.03.0009,Yes,No
54240,0302.03.0009.92,0302.03.0009,Yes,No
54241,0302.03.0009.93,0302.03.0009,Yes,No
54242,0302.03.0009.94,0302.03.0009,Yes,No
54243,0302.03.0009.95,0302.03.0009,Yes,No
54244,0302.03.0009.96,0302.03.0009,Yes,No
54245,0302.03.0009.97,0302.03.0009,Yes,No
54246,0302.03.0009.98,0302.03.0009,Yes,No
54247,0302.03.0009.99,0302.03.0009,Yes,No
54248,0303.03.0001,0303.03.0001,Yes,No
54249,0303.03.0002,0303.03.0002,Yes,No
54250,0303.03.0003,0303.03.0003,Yes,No
54251,0303.03.00038.02,0303.03.0003,Yes,No
54252,0303.03.0004,0303.03.0004,Yes,No
54253,0303.03.0005,0303.03.0005,Yes,No
54254,0303.03.0006,0303.03.0006,Yes,No
54255,0303.03.0007,0303.03.0007,Yes,No
54256,0303.03.0008.01,0303.03.0008,Yes,No
54257,0303.03.0008.02,0303.03.0008,Yes,No
54258,0303.03.0009,0303.03.0009,Yes,No
54259,0303.03.0010,0303.03.0010,Yes,No
54260,0303.03.0011,0303.03.0011,Yes,No
54261,0303.03.0012,0303.03.0012,Yes,No
54262,0303.03.0013,0303.03.0013,Yes,No
54263,0303.03.0014,0303.03.0014,Yes,No
54264,0303.03.0015,0303.03.0015,Yes,No
54265,0303.03.0016,0303.03.0016,Yes,No
54266,0303.03.0017,0303.03.0017,Yes,No
54267,0303.03.0018,0303.03.0018,Yes,No
54268,0303.03.0019,0303.03.0019,Yes,No
54269,0303.03.0020,0303.03.0020,Yes,No
54270,0303.03.0021,0303.03.0021,Yes,No
54271,0303.03.0022,0303.03.0022,Yes,No
54272,0303.03.0023,0303.03.0023,Yes,No
54273,0303.03.0024,0303.03.0024,Yes,No
54274,0303.03.0025,0303.03.0025,Yes,No
54275,0303.03.0026,0303.03.0026,Yes,No
54276,0303.03.0027,0303.03.0027,Yes,No
54277,0303.03.0028,0303.03.0028,Yes,No
54278,0303.03.0029,0303.03.0029,Yes,No
54279,0303.03.0030.01,0303.03.0030,Yes,No
54280,0303.03.0030.02,0303.03.0030,Yes,No
54281,0303.03.0031.01,0303.03.0031,Yes,No
54282,0303.03.0031.02,0303.03.0031,Yes,No
54283,0303.03.0032.01,0303.03.0032,Yes,No
54284,0303.03.0032.02,0303.03.0032,Yes,No
54285,0303.03.0033.01,0303.03.0033,Yes,No
54286,0303.03.0033.02,0303.03.0033,Yes,No
54287,0303.03.0034.01,0303.03.0034,Yes,No
54288,0303.03.0034.02,0303.03.0034,Yes,No
54289,0303.03.0035.01,0303.03.0035,Yes,No
54290,0303.03.0035.02,0303.03.0035,Yes,No
54291,0303.03.0036.01,0303.03.0036,Yes,No
54292,0303.03.0036.02,0303.03.0036,Yes,No
54293,0303.03.0037.01,0303.03.0037,Yes,No
54294,0303.03.0037.02,0303.03.0037,Yes,No
54295,0303.03.0038.01,0303.03.0038,Yes,No
54296,0303.03.0039,0303.03.0039,Yes,No
54297,0303.03.0040,0303.03.0040,Yes,No
54298,0303.03.0041,0303.03.0041,Yes,No
54299,0303.03.0042,0303.03.0042,Yes,No
54300,0303.03.0043,0303.03.0043,Yes,No
54301,0303.03.0044,0303.03.0044,Yes,No
54302,0303.03.0045,0303.03.0045,Yes,No
54303,0303.03.0046,0303.03.0046,Yes,No
54304,0303.03.0047,0303.03.0047,Yes,No
54305,0303.03.0048,0303.03.0048,Yes,No
54306,0303.03.0049,0303.03.0049,Yes,No
54307,0303.03.0050,0303.03.0050,Yes,No
54308,0303.03.0051,0303.03.0051,Yes,No
54309,0303.03.0052,0303.03.0052,Yes,No
54310,0303.03.0053,0303.03.0053,Yes,No
54311,0303.03.0054,0303.03.0054,Yes,No
54312,0303.03.0055,0303.03.0055,Yes,No
54313,0303.03.0056,0303.03.0056,Yes,No
54314,0303.03.0057,0303.03.0057,Yes,No
54315,0303.03.0058,0303.03.0058,Yes,No
54316,0303.03.0059,0303.03.0059,Yes,No
54317,0303.03.0060.01,0303.03.0060,Yes,No
54318,0303.03.0060.02,0303.03.0060,Yes,No
54319,0303.03.0060.03,0303.03.0060,Yes,No
54320,0303.03.0060.04,0303.03.0060,Yes,No
54321,0304.01.0001,0304.01.0001,Yes,No
54322,0304.01.0002,0304.01.0002,Yes,No
54323,0304.01.0003,0304.01.0003,Yes,No
54324,0304.01.0004,0304.01.0004,Yes,No
54325,0304.01.0005,0304.01.0005,Yes,No
54326,0304.01.0006,0304.01.0006,Yes,No
54327,0304.01.0007,0304.01.0007,Yes,No
54328,0304.01.0008,0304.01.0008,Yes,No
54329,0304.01.0009,0304.01.0009,Yes,No
54330,0304.01.0010,0304.01.0010,Yes,No
54331,0304.01.0011,0304.01.0011,Yes,No
54332,0304.01.0012,0304.01.0012,Yes,No
54333,0304.01.0013,0304.01.0013,Yes,No
54334,0304.01.0014,0304.01.0014,Yes,No
54335,0304.01.0015,0304.01.0015,Yes,No
54336,0304.01.0016,0304.01.0016,Yes,No
54337,0304.01.0017,0304.01.0017,Yes,No
54338,0304.01.0018,0304.01.0018,Yes,No
54339,0304.01.0019,0304.01.0019,Yes,No
54340,0304.01.0020,0304.01.0020,Yes,No
54341,0304.01.0021,0304.01.0021,Yes,No
54342,0304.01.0022,0304.01.0022,Yes,No
54343,0304.01.0023,0304.01.0023,Yes,No
54344,0304.01.0024,0304.01.0024,Yes,No
54345,0304.01.0025,0304.01.0025,Yes,No
54346,0304.01.0026,0304.01.0026,Yes,No
54347,0304.01.0027,0304.01.0027,Yes,No
54348,0304.01.0028,0304.01.0028,Yes,No
54349,0304.01.0029,0304.01.0029,Yes,No
54350,0304.01.0030,0304.01.0030,Yes,No
54351,0304.01.0031,0304.01.0031,Yes,No
54352,0304.01.0032,0304.01.0032,Yes,No
54353,0304.01.0033,0304.01.0033,Yes,No
54354,0304.01.0034,0304.01.0034,Yes,No
54355,0304.01.0035,0304.01.0035,Yes,No
54356,0304.01.0036,0304.01.0036,Yes,No
54357,0304.01.0037,0304.01.0037,Yes,No
54358,0304.01.0038,0304.01.0038,Yes,No
54359,0304.01.0039,0304.01.0039,Yes,No
54360,0304.01.0040,0304.01.0040,Yes,No
54361,0304.01.0041,0304.01.0041,Yes,No
54362,0304.01.0042,0304.01.0042,Yes,No
54363,0304.01.0043,0304.01.0043,Yes,No
54364,0304.01.0044,0304.01.0044,Yes,No
54365,0304.01.0045,0304.01.0045,Yes,No
54366,0304.01.0046,0304.01.0046,Yes,No
54367,0304.01.0047,0304.01.0047,Yes,No
54368,0304.01.0048,0304.01.0048,Yes,No
54369,0304.01.0049,0304.01.0049,Yes,No
54370,0304.01.0050,0304.01.0050,Yes,No
54371,0304.01.0051,0304.01.0051,Yes,No
54372,0304.01.0052,0304.01.0052,Yes,No
54373,0304.01.0053,0304.01.0053,Yes,No
54374,0304.01.0054,0304.01.0054,Yes,No
54375,0304.01.0055,0304.01.0055,Yes,No
54376,0304.01.0056,0304.01.0056,Yes,No
54377,0304.01.0057,0304.01.0057,Yes,No
54378,0304.01.0058,0304.01.0058,Yes,No
54379,0304.01.0059,0304.01.0059,Yes,No
54380,0304.01.0060,0304.01.0060,Yes,No
54381,0304.01.0061,0304.01.0061,Yes,No
54382,0304.01.0062,0304.01.0062,Yes,No
54383,0304.01.0063,0304.01.0063,Yes,No
54384,0304.01.0064,0304.01.0064,Yes,No
54385,0304.01.0065,0304.01.0065,Yes,No
54386,0304.01.0066,0304.01.0066,Yes,No
54387,0304.01.0067,0304.01.0067,Yes,No
54388,0304.01.0068,0304.01.0068,Yes,No
54389,0304.01.0069,0304.01.0069,Yes,No
54390,0304.01.0070,0304.01.0070,Yes,No
54391,0304.01.0071,0304.01.0071,Yes,No
54392,0304.01.0072,0304.01.0072,Yes,No
54393,0304.01.0073,0304.01.0073,Yes,No
54394,0304.01.0074,0304.01.0074,Yes,No
54395,0304.01.0075,0304.01.0075,Yes,No
54396,0304.01.0076,0304.01.0076,Yes,No
54397,0304.01.0077,0304.01.0077,Yes,No
54398,0304.01.0078,0304.01.0078,Yes,No
54399,0304.01.0079,0304.01.0079,Yes,No
54400,0304.01.0080,0304.01.0080,Yes,No
54401,0304.01.0081,0304.01.0081,Yes,No
54402,0304.01.0082,0304.01.0082,Yes,No
54403,0304.01.0083,0304.01.0083,Yes,No
54404,0304.01.0084,0304.01.0084,Yes,No
54405,0304.01.0085,0304.01.0085,Yes,No
54406,0304.01.0086,0304.01.0086,Yes,No
54407,0304.01.0087,0304.01.0087,Yes,No
54408,0304.01.0088,0304.01.0088,Yes,No
54409,0304.01.0089,0304.01.0089,Yes,No
54410,0304.01.0090,0304.01.0090,Yes,No
54411,0304.01.0091,0304.01.0091,Yes,No
54412,0304.01.0092,0304.01.0092,Yes,No
54413,0304.01.0093,0304.01.0093,Yes,No
54414,0304.01.0094,0304.01.0094,Yes,No
54415,0304.01.0095,0304.01.0095,Yes,No
54416,0304.01.0096,0304.01.0096,Yes,No
54417,0304.01.0097,0304.01.0097,Yes,No
54418,0304.01.0098,0304.01.0098,Yes,No
54419,0304.01.0099,0304.01.0099,Yes,No
54420,0304.01.0100,0304.01.0100,Yes,No
54421,0304.01.0101,0304.01.0101,Yes,No
54422,0304.01.0102,0304.01.0102,Yes,No
54423,0304.01.0103,0304.01.0103,Yes,No
54424,0304.01.0104,0304.01.0104,Yes,No
54425,0304.01.0105,0304.01.0105,Yes,No
54426,0304.01.0106,0304.01.0106,Yes,No
54427,0304.01.0107,0304.01.0107,Yes,No
54428,0304.01.0108,0304.01.0108,Yes,No
54429,0304.01.0109,0304.01.0109,Yes,No
54430,0304.01.0110,0304.01.0110,Yes,No
54431,0304.01.0111,0304.01.0111,Yes,No
54432,0304.01.0112,0304.01.0112,Yes,No
54433,0304.01.0113,0304.01.0113,Yes,No
54434,0304.01.0114,0304.01.0114,Yes,No
54435,0304.01.0115,0304.01.0115,Yes,No
54436,0304.01.0116,0304.01.0116,Yes,No
54437,0304.01.0117,0304.01.0117,Yes,No
54438,0304.01.0118,0304.01.0118,Yes,No
54439,0304.01.0119,0304.01.0119,Yes,No
54440,0304.01.0120,0304.01.0120,Yes,No
54441,0304.01.0121,0304.01.0121,Yes,No
54442,0304.01.0122,0304.01.0122,Yes,No
54443,0304.01.0123,0304.01.0123,Yes,No
54444,0304.01.0124,0304.01.0124,Yes,No
54445,0304.01.0125,0304.01.0125,Yes,No
54446,0304.01.0126,0304.01.0126,Yes,No
54447,0304.01.0127,0304.01.0127,Yes,No
54448,0304.01.0128,0304.01.0128,Yes,No
54449,0304.01.0129,0304.01.0129,Yes,No
54450,0304.01.0130,0304.01.0130,Yes,No
54451,0304.01.0131,0304.01.0131,Yes,No
54452,0304.01.0132,0304.01.0132,Yes,No
54453,0304.01.0133,0304.01.0133,Yes,No
54454,0304.01.0134,0304.01.0134,Yes,No
54455,0304.01.0135,0304.01.0135,Yes,No
54456,0304.01.0136,0304.01.0136,Yes,No
54457,0304.01.0137,0304.01.0137,Yes,No
54458,0304.01.0138,0304.01.0138,Yes,No
54459,0304.01.0139,0304.01.0139,Yes,No
54460,0304.01.0140,0304.01.0140,Yes,No
54461,0304.01.0141,0304.01.0141,Yes,No
54462,0304.01.0142,0304.01.0142,Yes,No
54463,0304.01.0143,0304.01.0143,Yes,No
54464,0304.01.0144,0304.01.0144,Yes,No
54465,0304.01.0145,0304.01.0145,Yes,No
54466,0304.01.0146,0304.01.0146,Yes,No
54467,0304.01.0147,0304.01.0147,Yes,No
54468,0304.01.0148,0304.01.0148,Yes,No
54469,0304.01.0149,0304.01.0149,Yes,No
54470,0304.01.0150,0304.01.0150,Yes,No
54471,0304.01.0151,0304.01.0151,Yes,No
54472,0304.01.0152,0304.01.0152,Yes,No
54473,0304.01.0153,0304.01.0153,Yes,No
54474,0304.01.0154,0304.01.0154,Yes,No
54475,0304.01.0155,0304.01.0155,Yes,No
54476,0304.01.0156,0304.01.0156,Yes,No
54477,0304.01.0157,0304.01.0157,Yes,No
54478,0304.01.0158,0304.01.0158,Yes,No
54479,0304.01.0159,0304.01.0159,Yes,No
54480,0304.01.0160,0304.01.0160,Yes,No
54481,0304.01.0161,0304.01.0161,Yes,No
54482,0304.01.0162,0304.01.0162,Yes,No
54483,0304.01.0163,0304.01.0163,Yes,No
54484,0304.01.0164,0304.01.0164,Yes,No
54485,0304.01.0165,0304.01.0165,Yes,No
54486,0304.01.0166,0304.01.0166,Yes,No
54487,0304.01.0167,0304.01.0167,Yes,No
54488,0304.01.0168,0304.01.0168,Yes,No
54489,0304.01.0169,0304.01.0169,Yes,No
54490,0304.01.0170,0304.01.0170,Yes,No
54491,0304.01.0171,0304.01.0171,Yes,No
54492,0304.01.0172,0304.01.0172,Yes,No
54493,0304.01.0173,0304.01.0173,Yes,No
54494,0304.01.0174,0304.01.0174,Yes,No
54495,0304.01.0175,0304.01.0175,Yes,No
54496,0304.01.0176,0304.01.0176,Yes,No
54497,0304.01.0177,0304.01.0177,Yes,No
54498,0304.01.0178,0304.01.0178,Yes,No
54499,0304.01.0179,0304.01.0179,Yes,No
54500,0304.01.0180,0304.01.0180,Yes,No
54501,0304.01.0181,0304.01.0181,Yes,No
54502,0304.01.0182,0304.01.0182,Yes,No
54503,0304.01.0183,0304.01.0183,Yes,No
54504,0304.01.0184,0304.01.0184,Yes,No
54505,0304.01.0185,0304.01.0185,Yes,No
54506,0304.01.0186,0304.01.0186,Yes,No
54507,0304.01.0187,0304.01.0187,Yes,No
54508,0304.01.0188,0304.01.0188,Yes,No
54509,0304.01.0189,0304.01.0189,Yes,No
54510,0304.01.0190,0304.01.0190,Yes,No
54511,0304.01.0191,0304.01.0191,Yes,No
54512,0304.01.0192,0304.01.0192,Yes,No
54513,0304.01.0193,0304.01.0193,Yes,No
54514,0304.01.0194,0304.01.0194,Yes,No
54515,0304.01.0195,0304.01.0195,Yes,No
54516,0304.01.0196,0304.01.0196,Yes,No
54517,0304.01.0197,0304.01.0197,Yes,No
54518,0304.01.0198,0304.01.0198,Yes,No
54519,0304.01.0199,0304.01.0199,Yes,No
54520,0304.01.0200,0304.01.0200,Yes,No
54521,0304.01.0201,0304.01.0201,Yes,No
54522,0304.01.0202,0304.01.0202,Yes,No
54523,0304.01.0203,0304.01.0203,Yes,No
54524,0304.01.0204,0304.01.0204,Yes,No
54525,0304.01.0205,0304.01.0205,Yes,No
54526,0304.01.0206,0304.01.0206,Yes,No
54527,0304.01.0207,0304.01.0207,Yes,No
54528,0304.01.0208,0304.01.0208,Yes,No
54529,0304.01.0209,0304.01.0209,Yes,No
54530,0304.01.0210,0304.01.0210,Yes,No
54531,0304.01.0211,0304.01.0211,Yes,No
54532,0304.01.0212,0304.01.0212,Yes,No
54533,0304.01.0213,0304.01.0213,Yes,No
54534,0304.01.0214,0304.01.0214,Yes,No
54535,0304.01.0215,0304.01.0215,Yes,No
54536,0304.01.0216,0304.01.0216,Yes,No
54537,0304.01.0217,0304.01.0217,Yes,No
54538,0304.01.0218,0304.01.0218,Yes,No
54539,0304.01.0219,0304.01.0219,Yes,No
54540,0304.01.0220,0304.01.0220,Yes,No
54541,0304.01.0221,0304.01.0221,Yes,No
54542,0304.01.0222,0304.01.0222,Yes,No
54543,0304.01.0223,0304.01.0223,Yes,No
54544,0304.01.0224,0304.01.0224,Yes,No
54545,0304.01.0225,0304.01.0225,Yes,No
54546,0304.01.0226,0304.01.0226,Yes,No
54547,0304.01.0227,0304.01.0227,Yes,No
54548,0304.01.0228,0304.01.0228,Yes,No
54549,0304.01.0229,0304.01.0229,Yes,No
54550,0304.01.0230,0304.01.0230,Yes,No
54551,0304.01.0231,0304.01.0231,Yes,No
54552,0304.01.0232,0304.01.0232,Yes,No
54553,0304.01.0233,0304.01.0233,Yes,No
54554,0304.01.0234,0304.01.0234,Yes,No
54555,0304.01.0235,0304.01.0235,Yes,No
54556,0304.01.0236,0304.01.0236,Yes,No
54557,0304.01.0237,0304.01.0237,Yes,No
54558,0304.01.0238,0304.01.0238,Yes,No
54559,0304.01.0239,0304.01.0239,Yes,No
54560,0304.01.0240,0304.01.0240,Yes,No
54561,0304.01.0241,0304.01.0241,Yes,No
54562,0304.01.0242,0304.01.0242,Yes,No
54563,0304.01.0243,0304.01.0243,Yes,No
54564,0304.01.0244,0304.01.0244,Yes,No
54565,0304.01.0245,0304.01.0245,Yes,No
54566,0304.01.0246,0304.01.0246,Yes,No
54567,0304.01.0247,0304.01.0247,Yes,No
54568,0304.01.0248,0304.01.0248,Yes,No
54569,0304.01.0249,0304.01.0249,Yes,No
54570,0304.01.0250,0304.01.0250,Yes,No
54571,0304.01.0251,0304.01.0251,Yes,No
54572,0304.01.0252,0304.01.0252,Yes,No
54573,0304.01.0253,0304.01.0253,Yes,No
54574,0304.01.0254,0304.01.0254,Yes,No
54575,0304.01.0255,0304.01.0255,Yes,No
54576,0304.01.0256,0304.01.0256,Yes,No
54577,0304.01.0257,0304.01.0257,Yes,No
54578,0304.01.0258,0304.01.0258,Yes,No
54579,0304.01.0259,0304.01.0259,Yes,No
54580,0304.01.0260,0304.01.0260,Yes,No
54581,0304.01.0261,0304.01.0261,Yes,No
54582,0304.01.0262,0304.01.0262,Yes,No
54583,0304.01.0263,0304.01.0263,Yes,No
54584,0304.01.0264,0304.01.0264,Yes,No
54585,0304.01.0265,0304.01.0265,Yes,No
54586,0304.01.0266,0304.01.0266,Yes,No
54587,0304.01.0267,0304.01.0267,Yes,No
54588,0304.01.0268,0304.01.0268,Yes,No
54589,0304.01.0269,0304.01.0269,Yes,No
54590,0304.01.0270,0304.01.0270,Yes,No
54591,0304.01.0271,0304.01.0271,Yes,No
54592,0304.01.0272,0304.01.0272,Yes,No
54593,0304.01.0273,0304.01.0273,Yes,No
54594,0304.01.0274,0304.01.0274,Yes,No
54595,0304.01.0275,0304.01.0275,Yes,No
54596,0304.01.0276,0304.01.0276,Yes,No
54597,0304.01.0277,0304.01.0277,Yes,No
54598,0304.01.0278,0304.01.0278,Yes,No
54599,0304.01.0279,0304.01.0279,Yes,No
54600,0304.01.0280,0304.01.0280,Yes,No
54601,0304.01.0281,0304.01.0281,Yes,No
54602,0304.01.0282,0304.01.0282,Yes,No
54603,0304.01.0283,0304.01.0283,Yes,No
54604,0304.01.0284,0304.01.0284,Yes,No
54605,0304.01.0285,0304.01.0285,Yes,No
54606,0304.01.0286,0304.01.0286,Yes,No
54607,0304.01.0287,0304.01.0287,Yes,No
54608,0304.01.0288,0304.01.0288,Yes,No
54609,0304.01.0289,0304.01.0289,Yes,No
54610,0304.01.0290,0304.01.0290,Yes,No
54611,0304.01.0291,0304.01.0291,Yes,No
54612,0304.01.0292,0304.01.0292,Yes,No
54613,0304.01.0293,0304.01.0293,Yes,No
54614,0304.01.0294,0304.01.0294,Yes,No
54615,0304.01.0295,0304.01.0295,Yes,No
54616,0304.01.0296,0304.01.0296,Yes,No
54617,0304.01.0297,0304.01.0297,Yes,No
54618,0304.01.0298,0304.01.0298,Yes,No
54619,0304.01.0299,0304.01.0299,Yes,No
54620,0304.01.0300,0304.01.0300,Yes,No
54621,0304.01.0301,0304.01.0301,Yes,No
54622,0304.01.0302,0304.01.0302,Yes,No
54623,0304.01.0303,0304.01.0303,Yes,No
54624,0304.01.0304,0304.01.0304,Yes,No
54625,0304.01.0305,0304.01.0305,Yes,No
54626,0304.01.0306,0304.01.0306,Yes,No
54627,0304.01.0307,0304.01.0307,Yes,No
54628,0304.01.0308,0304.01.0308,Yes,No
54629,0304.01.0309,0304.01.0309,Yes,No
54630,0304.01.0310,0304.01.0310,Yes,No
54631,0304.01.0311,0304.01.0311,Yes,No
54632,0304.01.0312,0304.01.0312,Yes,No
54633,0304.01.0313,0304.01.0313,Yes,No
54634,0304.01.0314,0304.01.0314,Yes,No
54635,0304.01.0315,0304.01.0315,Yes,No
54636,0304.01.0316,0304.01.0316,Yes,No
